adr	dec	status	verified_on	evidence	proposed_guard
0055	2	unreviewed	2026-08-28	MEASURED: dec. 1 exact -- ScenarioMotion carries those six fields and four methods and nothing else but frac/curve. dec. 2 rule holds but the REGISTRY MOVED: 'VM-owned motions:{uid -> ScenarioMotion}'	
0055	3	unreviewed	2026-08-28	DEC. 3 IS THREE OF FOUR: {6F}/{29}/{64} call _arm_motion_wait; {65} Wait Rotate All arms _all_rotations_done instead and CANNOT use motion_done(uid) -- PSX passes a0=-1 over all 21 handles, so it has 	Dec. 1 as a contract, across implementations
0055	4	unreviewed	2026-08-28	audit-notes/0055.md	
0055	5	unreviewed	2026-08-28	GUARD GAPS: dec. 5 as a negative (zero _sprite_moves/_walks in src/, _rotate_state only in Unit.gd); dec. 6 as a negative (no effect class declares advance/is_done/snap_to_end -- that IS the whole con	Dec. 5 as a negative
0055	6	unreviewed	2026-08-28	GUARD GAPS: dec. 5 as a negative (zero _sprite_moves/_walks in src/, _rotate_state only in Unit.gd); dec. 6 as a negative (no effect class declares advance/is_done/snap_to_end -- that IS the whole con	Dec. 6 as a negative
0055	7	unreviewed	2026-08-28	DEC. 7 IS REVERSED AND NO ADR SAYS SO: ScenarioPathMotion is a SIBLING class for {28} Walk To (per-tile gravity arc DAT_80096128=0x925 + polyline re-projection, FUN_8006af7c) which a linear easing=0 l	
0057	*	half-landed	2026-08-28	audit-notes/0057.md	No Placement flips at runtime | Every committed chunk is pre-flipped
0057	1	unreviewed	2026-08-28	N` resolved against nothing; renamed `## The three classes` -> `## Decision: the three classes`, which promotes its existing `### 1./2./3.` items to decision anchors (dec. 1 Placement, 2 Orientation, 	
0057	2	unreviewed	2026-08-28	Dec. 2 and dec. 3 hold, and dec. 3 is GOLDEN-LOCKED: three named converters in one module (AnimationStateController :97/:125/:140) pinned at the cardinals and between-cardinals by tests/RenderCardinal	
0057	3	unreviewed	2026-08-28	Dec. 2 and dec. 3 hold, and dec. 3 is GOLDEN-LOCKED: three named converters in one module (AnimationStateController :97/:125/:140) pinned at the cardinals and between-cardinals by tests/RenderCardinal	
0059	*	complete	2026-08-28	audit-notes/0059.md	
0059	1	unreviewed	2026-08-28	audit-notes/0059.md	Dec. 3/8 as a negative
0059	2	unreviewed	2026-08-28	MEASURED: EventInstruction.gd has 176 members with 176 UNIQUE NAMES and 176 UNIQUE VALUES, value == opcode byte. event_opcodes.json is GONE; event_instructions.json holds 176. run_all_tests.sh:91 runs	
0059	3	unreviewed	2026-08-28	GUARD GAPS: dec. 4 as a negative (zero _params_dict definitions in src/ -- the retirement is currently guarded only by its own absence); dec. 3/8 as a negative (no _handlers key is a String -- true to	Dec. 3/8 as a negative
0059	4	unreviewed	2026-08-28	GUARD GAPS: dec. 4 as a negative (zero _params_dict definitions in src/ -- the retirement is currently guarded only by its own absence); dec. 3/8 as a negative (no _handlers key is a String -- true to	Dec. 4 as a negative
0059	5	unreviewed	2026-08-28	Dec. 5 reproduces exactly: 40 UNKNOWN_0X** members and precisely VARIABLE_LE/GE/EQ/NE/LT/GT for the six Variable ops.	
0059	6	unreviewed	2026-08-28	audit-notes/0059.md	
0059	7	unreviewed	2026-08-28	Dec. 7 has BOTH arms: ScenarioEventInstructionCoverageTest asserts it and ScenarioVM:966 push_warnings the same set at boot.	
0059	8	unreviewed	2026-08-28	audit-notes/0059.md	Dec. 3/8 as a negative
0063	*	complete	2026-08-28	audit-notes/0063.md	see audit-notes/0063.md#harvested-on-mechanizing
0063	1	unreviewed	2026-08-28	The most fully built ADR audited so far: dec. 1 (CombatLoop.hp_changed(unit_index, prev_hp, new_hp, delta) exists with that EXACT signature at CombatLoop.gd:37, was_heal/killed at GPUCombatInterpreter	
0063	2	unreviewed	2026-08-28	The most fully built ADR audited so far: dec. 1 (CombatLoop.hp_changed(unit_index, prev_hp, new_hp, delta) exists with that EXACT signature at CombatLoop.gd:37, was_heal/killed at GPUCombatInterpreter	
0063	3	unreviewed	2026-08-28	The most fully built ADR audited so far: dec. 1 (CombatLoop.hp_changed(unit_index, prev_hp, new_hp, delta) exists with that EXACT signature at CombatLoop.gd:37, was_heal/killed at GPUCombatInterpreter	
0063	4	unreviewed	2026-08-28	The most fully built ADR audited so far: dec. 1 (CombatLoop.hp_changed(unit_index, prev_hp, new_hp, delta) exists with that EXACT signature at CombatLoop.gd:37, was_heal/killed at GPUCombatInterpreter	
0063	5	unreviewed	2026-08-28	The most fully built ADR audited so far: dec. 1 (CombatLoop.hp_changed(unit_index, prev_hp, new_hp, delta) exists with that EXACT signature at CombatLoop.gd:37, was_heal/killed at GPUCombatInterpreter	
0063	6	unreviewed	2026-08-28	The most fully built ADR audited so far: dec. 1 (CombatLoop.hp_changed(unit_index, prev_hp, new_hp, delta) exists with that EXACT signature at CombatLoop.gd:37, was_heal/killed at GPUCombatInterpreter	
0064	*	complete	2026-08-28	audit-notes/0064.md	
0064	1	unreviewed	2026-08-28	GUARD GAPS: dec. 1 as a negative (zero occurrences of the five old dict names in src/scenarios/ -- that IS 'fully internal', the regression is a one-line re-add, and the ADR warns about the getter-onl	Dec. 1 as a negative
0064	2	unreviewed	2026-08-28	audit-notes/0064.md	
0064	3	unreviewed	2026-08-28	audit-notes/0064.md	
0064	4	unreviewed	2026-08-28	audit-notes/0064.md	
0064	5	unreviewed	2026-08-28	audit-notes/0064.md	
0064	6	unreviewed	2026-08-28	audit-notes/0064.md	
0064	7	unreviewed	2026-08-28	GUARD GAPS: dec. 1 as a negative (zero occurrences of the five old dict names in src/scenarios/ -- that IS 'fully internal', the regression is a one-line re-add, and the ADR warns about the getter-onl	Dec. 7 as a count
0064	8	unreviewed	2026-08-28	VERDICT SCOPE: 'complete' = all EIGHT decisions conform in code; dec. 8's SCOPE SENTENCE has been overtaken twice, in the good direction, and that is the recorded question.	
0067	*	half-landed	2026-08-28	audit-notes/0067.md	A docstring arm | A dead-reference arm | A profile arm
0067	1	unreviewed	2026-08-28	HOLDS: dec. 1-3, 5 and dec. 6's owner half. psx_color_apply(vec3 base, int surface_id) is exact;	
0067	2	unreviewed	2026-08-28	audit-notes/0067.md	
0067	3	unreviewed	2026-08-28	audit-notes/0067.md	
0067	4	unreviewed	2026-08-28	GENERALIZED: dec. 4 gives the source={current,base} axis to LUMA only;	
0067	5	unreviewed	2026-08-28	audit-notes/0067.md	
0067	6	unreviewed	2026-08-28	HOLDS: dec. 1-3, 5 and dec. 6's owner half. psx_color_apply(vec3 base, int surface_id) is exact;	
0068	*	complete	2026-08-28	Rewritten 2026-08-28 to state the now: four addenda folded, M1-M6 into dec. 8, R/E/W promoted to decs. 13-19, decs. 1-2 retired as gaps. Labels preserved inline because ~40 sites cite them. See audit-notes/0068.md.	
0068	1	stale	2026-08-28	RETIRED. Tune.of(default, slug) does not exist - the whole-repo sweep removed it and the only occurrences of the name are comments describing the retirement. Its read role is dec. 14's get_value.	
0068	2	stale	2026-08-28	RETIRED. The 4-arg set-once bind(owner, slug, default, apply) is now bind_update, and the owner moved off the registration onto the subscription. Decs. 14-15 are the replacement.	
0068	3	built	2026-08-28	Tune.get_value coalesces _overrides.get(slug, default) through _coerce, so the code literal is the live value with no override present.	
0068	4	built	2026-08-28	config/tune_overrides.json is tracked (32 bytes, currently near-empty as designed); config/tune_registry.snapshot.json is gitignored with a comment naming the asymmetry.	
0068	5	built	2026-08-28	Tune is the first autoload and loads the override file in _ready before the scene tree; the ban on naming an owner at compile time from Tune follows from that ordering.	
0068	6	built	2026-08-28	Tune.on_update takes the owning Node and drops the subscription on tree-exit; the owner sits on the subscription, not on bind, which takes neither owner nor callback.	
0068	7	built	2026-08-28	RESTATED. Tune.Persist is {EPHEMERAL, TUNABLE, AUTOSAVE}; an undeclared bind rests at TUNABLE and _register only ratchets the class up. The 'no per-field persist flags' sentence was false; its substance - pin/commit is the decision - survives.	
0068	8	built	2026-08-28	tools/materialize_tunables.py implements M1-M6 + R6: get_stack capture in _register, locations_of as a list, dump_registry to the gitignored snapshot, literal-only rewrite with skip+warn, resolve_static_var_default's one hop, and drain-then-verify.	
0068	9	built	2026-08-28	CORRECTED. TuneDashboardModel/TuneDashboardPanel do NOT exist; the masonry auto-card was replaced by the full-width Registry page (TunablesRegistryModel + TunablesRegistryView), a trade ADR-0151 records and declines to reverse.	
0068	10	built	2026-08-28	Persist.AUTOSAVE is the mechanism: an edit commits in the same gesture, and materialize silently skips those slugs since there is no game literal to bake into.	
0068	11	built	2026-08-28	The registry records the meta hint on first registration; TunablesRegistryModel derives the control from type plus min/max/step and enum. Owners pass hints inline, e.g. Unit.register_tunables' {min, max, step}.	
0068	12	built	2026-08-28	Owners register their own slugs (Unit registers render.unit_mesh_scale at boot, not per spawn), so every scene gets the control with no panel fan-out. tools/check_debug_panel_tunables.py is the guard - REPORT MODE, exits 0.	
0068	13	built	2026-08-28	Promoted from R1. SpriteLayerManager.shared_loc_offset is the static var home for render.loc_offset; owners register from a named register_tunables() called by _static_init and nothing else, held by tools/check_tune_owner_self_registration.py.	
0068	14	built	2026-08-28	Promoted from R2+R5. Tune.bind(slug, literal, meta, persist) carries no owner and no callback; get_value asserts a prior bind, stamps the read frame for dec. 17, and pays no stack capture. Tune.is_registered is the lazy-register probe.	
0068	15	built	2026-08-28	Promoted from R3+R3.5. on_update asserts a prior bind and fires apply once immediately with the coalesced value; bind_update is literally bind() then on_update(). Unit._apply_render_tunable takes the apply but never a caller-supplied literal.	
0068	16	built	2026-08-28	Promoted from R4+R7. The convention is observable in the tree: DetailScene's knobs recompute through _rebuild_if_bound rather than storing a derived var, and derived UI3 placements mint no slug at all.	
0068	17	built	2026-08-28	Promoted from R8. BUILT: Tune.poll_unconsumed_scrubs tracks last-scrub frame, last-read frame and subscriber count with a grace window, driven by a debug-only _process; plus materialize's non-literal warning. THREE preflight arms named and unbuilt.	a bound home that is a `const` with >1 reader; a debug panel that writes game-node state directly; exactly one writer to a static-var home
0068	18	built	2026-08-28	Promoted from E1-E3. UI3Element mints Tune.bind_update per literal-authored spec field, named by element id (.origin, .rect, and the criteria enums), and UI3Element.gd is on materialize's framework skip list.	
0068	19	built	2026-08-28	Promoted from W1-W3. All three shapes exist: UIVitalsBand.update_extent in place, DetailScene/EquipPickerMenu _rebuild_pending + call_deferred _flush_pending_rebuild, FormationScene.rebuild_cells remove_child + queue_free. W4's tripwire is unbuilt.	Tune marks _applying around each on_update dispatch and flags any node free() in that window
0069	*	complete	2026-08-28	audit-notes/0069.md	Every res:// and sandbox/ path an ADR names resolves on disk - resolve from the REPO ROOT (sandbox/juce-godot-embed/ is real, just not under godot-learning/). ADR-0040 wants the same arm.
0069	3	built	2026-08-28	Zero SubViewport across the 116 scripts in src/effects/studio/; the page reaches the stage only through host verbs.	src/effects/studio/ declares no SubViewport - one grep, and it guards the audio-editor split.
0069	4	built	2026-08-28	EffectViewerScene._setup_studio_page():190 -> DebugOverlay.set_studio_page():174 -> DebugDashboard.set_studio_page():221; show_studio_page():233 opens the dashboard to it.	
0069	5	built	2026-08-28	116 pure-GDScript Control scripts, no GDExtension surface. The JUCE spike passed all four rungs on 2026-07-13 and was declined anyway - web/WASM.	
0069	6	built	2026-08-28	40 `func studio_*` on src/scenes/EffectViewerScene.gd, reached by 66 has_method probes under src/effects/studio/.	Assert every studio_* name probed under src/effects/studio/ exists on EffectViewerScene - the duck-typed seam has no checker.
0070	*	complete	2026-08-28	audit-notes/0070.md	see audit-notes/0070.md#harvested-on-mechanizing
0070	1	unreviewed	2026-08-28	ALL THREE DECISIONS HOLD in code, at the exact choke points the ADR names: dec. 1 EffectTimeline.reset() :227-233 re-applies _rng.seed = _rng_seed FIRST, before the subsystem resets, citing ADR-0070; 	
0070	2	unreviewed	2026-08-28	ALL THREE DECISIONS HOLD in code, at the exact choke points the ADR names: dec. 1 EffectTimeline.reset() :227-233 re-applies _rng.seed = _rng_seed FIRST, before the subsystem resets, citing ADR-0070; 	
0070	3	unreviewed	2026-08-28	ALL THREE DECISIONS HOLD in code, at the exact choke points the ADR names: dec. 1 EffectTimeline.reset() :227-233 re-applies _rng.seed = _rng_seed FIRST, before the subsystem resets, citing ADR-0070; 	
0071	*	half-landed	2026-08-28	audit-notes/0071.md	see audit-notes/0071.md#harvested-on-mechanizing
0071	1	unreviewed	2026-08-28	Dec. 1 HOLDS and was generalized - SpanProjector and EmitterTargetProjector are separate registered kinds, InspectionTarget={kind,ref} is real (ADR-0073's banner grades ACCURATE), EmitterProjector.gd:	
0071	2	unreviewed	2026-08-28	Dec. 2 HOLDS EXACTLY - ScreenTweenProjector.sections() :46/:55 returns disjoint Blend vs Gradient field sets (absent, not greyed) and summarize() :65-68 gives label+border+fill as the Consequence desc	
0071	3	unreviewed	2026-08-28	Dec. 3 is HALF: the half that matters landed - _span_label() is GONE from EffectScoreModel, so the god-switch the ADR existed to remove is deleted - but summarize() is defined on 3 of 16 projectors an	
0073	*	complete	2026-08-28	audit-notes/0073.md	A bare ADR-NNNN citation whose number was RENUMBERED is unresolvable and unchecked - see #680; check_adr_quotes.py:166 already holds the map.
0073	1	built	2026-08-28	InspectionTarget.gd - {kind, ref}; the registry never inspects ref.	
0073	2	built	2026-08-28	InspectorProjectorRegistry.KINDS: 11 kinds, 9 built, curve+callback still seams; 15 *Projector.gd in src/effects/studio/.	Assert every KINDS entry marked true resolves to a projector script that exists.
0073	3	built	2026-08-28	link field + header link row + nav_choice dropdown, all on one navigate seam (EffectKeyframeInspector.gd:2153, :1041). InspectorLinkTest.	
0073	4	built	2026-08-28	EmitterTargetProjector: four emitter_view groups, no Event, no Phase/Frames. EmitterProjectorBareTest.	
0073	5	built	2026-08-28	EffectScoreModel.emitter_provenance():1539. EmitterProvenanceTest.	
0073	6	built	2026-08-28	Four exhaustive browsers (emitter/container/frameset/sequence pickers), not the one the ADR named. EffectStudioEmitterBrowserTest, EffectStudioContainerBrowserTest.	
0073	7	built	2026-08-28	EffectKeyframeInspector.gd:1415 wraps editor + follow button in one HBox on _link_buttons. EffectStudioDrillDownTest.	
0073	8	built	2026-08-28	group baked at link-creation; EffectData.frameset_group_offset() is the one derivation and ActiveEmitter._get_group_offset delegates to it.	Assert frameset_group_offset has no second implementation - a fifth copy is the documented failure.
0073	9	built	2026-08-28	EffectScoreModel.gd:1429 - ONE follow button on the Animation set row, labelled with the resolved target.	
0073	10	built	2026-08-28	SequenceProjector.gd:272 sets follow.disabled; the editor stays live and the row wears the ADR-0089 dead marker.	
0073	11	built	2026-08-28	_nav_chain + _seed_sound_chain + _sections_for_render; _path_crumbs returns [] for a chain; scroll_to_section for an on-screen target. EffectStudioChainInspectionTest.	
0074	*	complete	2026-08-28	decs. 1-9 built; four contract guards at hard-zero. Folded 2026-08-28: the colour-math Addendum became decs. 6-9, the ADR-0191 banner restated dec. 3. No citation addressed a dated block, so nothing needed retargeting. audit-notes/0074.md.	Stale-spelling arm: assert `sorting_offset` reaches no live fold path, scoped past tools/probe_demi_engine_fold.gd which still assigns it. The citation-namespace arm (no ADR-NNNN followed by a circled numeral) is blocked on #687.
0074	1	built	2026-08-28	Monomorphy intact: check_fold_primitive_kind.py walks 16 folds and every one declares its kind. Ordering half RESPELLED -- a carrier takes render_layer = FOLD_LAYER plus an int32 render_layer_order, not a float sorting_offset.	
0074	2	built	2026-08-28	RENAMED: sorting_offset_for exists nowhere. DepthMode.render_layer_order_for(order_z, rank) is the successor -- same arity, same role, plus a rank-spill assert. Fold.add, EngineFoldCompositor and (via rung_z, ADR-0077) four flat UI scenes share it.	
0074	3	built	2026-08-28	AMENDED by ADR-0191 and restated: Fold is a class_name with three statics (add, owns, shader). add now opens `if not owns(): return` -- render_layer/render_layer_order RAISE off-fork, not no-op. The refusal of material choice/attach/stamp stands.	
0074	4	built	2026-08-28	EffectParticleRenderer and TrapEffect are the only slot-borrowers; EngineFoldCompositor reads the pool as the carrier source. The crystal and cursor compositors mention the pool only as epitaphs saying they no longer borrow a slot.	
0074	5	built	2026-08-28	addons/exmateria_render/fold_bracket/FoldSurface.gd -- extracted as decided, then relocated into the render addon by the extraction passes.	
0074	6	built	2026-08-28	Promoted from the 2026-07-31 Addendum: the fold is the blended/STP pass only; opaque prims draw in-scene, are tonemapped, and keep their pow. cursor_fold is the split case, keeping only the STP-window outline via discard.	
0074	7	built	2026-08-28	Promoted from the Addendum. check_fold_primitive_kind.py: all 16 folds declare a matching `// psx-prim:` kind. tile_decal_fold is the untextured case (ALBEDO = COLOR.rgb, no >>7); the other 13 are textured (texel * gouraud/128).	
0074	8	built	2026-08-28	Promoted from the Addendum. check_no_pow_in_fold.py: 16 fold entry shaders, 0 allowlisted. check_no_cpu_color_math_in_fold.py: 5 CPU resolvers, all raw display-space -- the class the shader guards are blind to, from the tile_decal finding.	
0074	9	built	2026-08-28	From the Addendum + Endgame. project.godot declares no psx_brightness global, PSXDisplay carries the epitaph, and check_no_psx_brightness_in_fold.py reads 16 fold entries with 0 on the burn-down. The callback pair keeps a per-material use_psx_brightness.	
0077	*	complete	2026-08-28	audit-notes/0077.md	decs. 1-7 built; the 2026-08-13 amendment folded to dec. 7 and its 12 source citers retargeted in the same commit
0077	1	built	2026-08-28	FormationScene RP_ ladder (RP_BACKGROUND := 0 .. RP_CHANGEJOB_CYLINDER := 15) materialized via DepthMode.rung_z against the SHARED DepthMode.UNITS_PER_OT_BUCKET := 0.19, not a scene-local copy	
0077	2	built	2026-08-28	opaque prims write DEPTH through the shared reversed-Z; seam enforced corpus-wide by tools/check_depth_shaders.py (psx_ot_depth.gdshaderinc or an explicit exemption) + FormationFoldRoutingTest's opaque-prim invariant	
0077	3	built	2026-08-28	FOLD_PRIMS carries SIX prims (the five named plus changejob_cylinder); FormationFoldRoutingTest:67 asserts exactly six, both branches. The addition needed no amendment	
0077	4	built	2026-08-28	no compositor assignment survives in FormationScene; the only trace is the comment at :769 recording that the retired composite used to clobber the camera	
0077	5	built	2026-08-28	rule holds via Fold.owns() (FormationScene:1726, :2104) and Fold.shader(fold, scene); the method it was written against, CompositorAutopilot.owns_compositing(), was deleted by ADR-0191 and the ADR + 4 shader headers now name Fold.owns()	
0077	6	built	2026-08-28	FormationDisplaySpaceComposite, formation_composite_copy.glsl, formation_displayspace_composite.glsl and use_displayspace_composite have NO declaration anywhere; 4 surviving mentions are historical prose	assert the four retired names have no DECLARATION anywhere (prose mentions fine) - passes today, ratchets the rejected re-port option shut
0077	7	built	2026-08-28	promoted from the 2026-08-13 amendment. _add_frame/_mount_icon take z_rung with NO default (0 callers pass -1); stats chrome at RP_WINDOW_FRAME, glyphs strictly nearer at RP_TEXT; guard tests/DetailUnauthoredDepthTest.gd keys on the authored set_meta('z_rung')	
0081	*	complete	2026-08-28	Rewritten 2026-08-28 to state the now: three unnumbered Addenda + Amendment 4 folded into decs. 5-10, and the 14 `ADR-0081 addendum` citations retargeted in the same commit. See audit-notes/0081.md.	
0081	1	built	2026-08-28	Character.template_token is the semantic appearance handle, a String field distinct from the slug; CharacterTemplateResolverTest pins that an appearance key carries the token and no special_name/job/gender axis.	
0081	2	built	2026-08-28	CharacterTemplateResolver.resolve returns TEMPLATE_ROOT + token + '/' as template_folder with no flat-store body_sprite_id; Category.APPEARANCE_TYPE is the fourth enum member.	
0081	3	built	2026-08-28	template_key's other branches are untouched: ResidueManifest.has(special_name) still routes uniques, _has_gender_axis still splits GENERIC_HUMAN from GENERIC_MONSTER, and no render-path call changed.	
0081	4	built	2026-08-28	GENERIC_SPRITE_NAMES lives only in tools/align_character_templates.py, read at the two transform sites. No GDScript file references it - the ADR-0013 decode-at-parse discipline holding by absence.	
0081	5	built	2026-08-28	Promoted from Addendum 1. AllTemplatesSeeder._minimal_progression seeds every minted Character with UnitProgression.initialize(body_stat_type, '4a' Squire); the catalogue-vs-editor seam is stated on PromotedRosterSeeder and FormationDevBoot.	
0081	6	built	2026-08-28	Promoted from Addendum 1. UnitProgression.zodiac_from_birthday is the pure function; UnitBirthdays.zodiac_of looks the special_name up in the parse_unit_birthdays.py table. PromotedRosterSeeder copies the derived sign across promotion.	
0081	7	built	2026-08-28	Promoted from Addendum 2, CORRECTED to four variant sources. Its own '59 + 77 + 55' line was stale: the 77 split into 39 folder-sourced and 38 job-sourced wardrobe rows. The ~191 total is dropped - no suite asserts a roster size.	
0081	8	built	2026-08-28	Promoted from Addendum 3, with 'Conformance is staged' folded IN. Resolves the addendum's 21-vs-39 self-contradiction against the tree: _test_no_wardrobe_sheet_is_minted_as_an_appearance_type pins 39 tokened rows and 18 job-reached, as a ratchet.	widen JobDatabase.generic_wardrobe_sprite_ids() past is_generic_human to every job, which retires the 18-sheet remainder and drops the ratchet to 21
0081	9	built	2026-08-28	Promoted from Amendment 4. template_key tests template_token != '' before the residue and job branches; the class docstring states it as policy. A guard on this branch must assert the RENDERED address - a key-level arm passes on a mis-tokened tree.	
0081	10	built	2026-08-28	Promoted from Addendum 3's 'why no precedence rule was needed'. PromotedRosterSeeder states the rule per dialect and preserves it across promotion; the rejected body/face precedence split is in Considered options.	
0083	*	complete	2026-08-28	audit-notes/0083.md	The claim's blind spot | `tick_based` has no setter
0083	1	unreviewed	2026-08-28	BUILT AS SPECIFIED — the central claim ('structurally impossible, not toggled off') is verifiable in the TYPE: AnimationClock.gd:42-43 makes tick_based a GETTER ONLY over `owner != SELF`, so `owner ==	
0083	2	unreviewed	2026-08-28	Unit._process no-ops at :1225; the VM filter is factored into _advance_unit_body_clock, ScenarioVM.gd:3520-3531 — skips COMBAT :3525, claims SELF :3528 with the {47} ghost-spawn comment as written). d	
0083	3	unreviewed	2026-08-28	Unit._process no-ops at :1225; the VM filter is factored into _advance_unit_body_clock, ScenarioVM.gd:3520-3531 — skips COMBAT :3525, claims SELF :3528 with the {47} ghost-spawn comment as written). d	
0085	*	unaudited	2026-08-28	audit-notes/0085.md	
0085	1	unreviewed	2026-08-28	audit-notes/0085.md	
0085	2	unreviewed	2026-08-28	audit-notes/0085.md	
0085	3	unreviewed	2026-08-28	audit-notes/0085.md	
0086	*	complete	2026-08-28	Folded 2026-08-28: 6 amendments -> 26 decisions, all built. audit-notes/0086.md	
0086	1	built	2026-08-28	EffectCameraDecoupleTest; CameraTweenProjector emits no Channels row	
0086	2	built	2026-08-28	CameraLowering.parse/lower; CameraLoweringTest	
0086	3	built	2026-08-28	CameraLowering coalesce/split; CameraLoweringTest	
0086	4	built	2026-08-28	EffectCameraSaver capacity_faithful; EffectCameraSaveRoundTripTest	
0086	5	built	2026-08-28	CameraChannel.gd:290 ordinal address; EffectCameraOrdinalAddressTest	
0086	6	built	2026-08-28	EffectScoreModel.keyframe_address; EffectScoreModelTest._test_keyframe_address_camera	
0086	7	built	2026-08-28	EffectEditSession.insert_event/delete_event; EffectCameraInsertDeleteTest	
0086	8	built	2026-08-28	CameraChannel.gd:121 insert-waypoint vs de-coalesce; PaletteInsertDeleteTest, ScreenInsertDeleteTest	
0086	9	built	2026-08-28	CameraChannel._seed_event inherits the covering command word; EffectCameraInsertDeleteTest	
0086	10	built	2026-08-28	EffectEditSession snapshot undo; EffectCameraStructuralUndoTest	
0086	11	built	2026-08-28	EffectScoreTimeline._edge_rects one grip per span; EffectStudioEdgeDragWiringTest	
0086	12	built	2026-08-28	EffectStudioPage._on_edge_drag_moved clamp; EffectStudioEdgeDragWiringTest	
0086	13	built	2026-08-28	per-lane field_ref; EffectStudioEdgeDragWiringTest	
0086	14	built	2026-08-28	EffectEditSession begin/end_coalesce; EffectEditSessionTest.gd:281	
0086	15	built	2026-08-28	CameraValueSemantics.is_spacer; EffectCameraSpacerTest	
0086	16	built	2026-08-28	EffectScoreTimeline.is_hidden_spacer in both hit-test passes; EffectCameraSpacerTest	
0086	17	built	2026-08-28	EffectScoreTimeline.gd:498 enabled defaults true; EffectSpacerEdgeGripTest.gd:216	
0086	18	built	2026-08-28	_edge_rects never consults the drawn verdict; EffectSpacerEdgeGripTest.gd:93	
0086	19	built	2026-08-28	EffectStudioPage._camera_spacer_gap_actions; EffectStudioLaneContextMenuTest	
0086	20	built	2026-08-28	CameraChannel.gd:615 zero-crossing relayout; EffectCameraSpacerTest	
0086	21	built	2026-08-28	CameraCompiledProjector; EffectCameraCompiledLaneTest	
0086	22	built	2026-08-28	EffectScoreTimeline.edge_grip_identity write owner vs select identity; EffectSpacerEdgeGripTest	
0086	23	built	2026-08-28	EffectScoreTimeline.gd:545 three-case identity, blind keeps grip; EffectSpacerEdgeGripTest	
0086	24	built	2026-08-28	EffectScoreTimeline.edge_grip_drawn; EffectSpacerEdgeGripTest	
0086	25	built	2026-08-28	EffectScoreTimeline._next_tile; fields.spacer never stamped by particle	
0086	26	built	2026-08-28	EffectEditSession._restore_coalesce_pristine; ColourDragPristineTest -- ADR text said NOT built; corrected	
0087	*	complete	2026-08-28	Folded 604 -> 398 lines on 2026-08-28: 7 amendments into decisions 1-30, all built and guarded. Two stale pointers fixed inline (`edge_grip_verdict` -> `edge_grip_identity`/`edge_grip_drawn`; `split_durations` -> `trade_durations`).	
0087	1	built	2026-08-28	`ColorModeLabels` is the one shared 11-mode label map; `ColorModeLabelsTest` reads it from both lanes. The `gradient_color` reuse is gone from the palette lane.	
0087	2	built	2026-08-28	`PaletteTintSolver.REFERENCE_RAW = 15` (mid-grey 15/31) folded through `ColorStack.fold`; `EffectKeyframeInspector._actual_swatch` is the read-only nearest-reachable tell. `PaletteTintSolverTest`.	
0087	3	built	2026-08-28	`PaletteTintSolver` reuses `BlendTargetSolver.solve` per channel across all 11 modes, no 3-D search. `BlendTargetSolverTest` + `PaletteTintSolverTest`.	
0087	4	built	2026-08-28	Modes 8/10 emit no tint cell — a Variant absence in `ColorTweenRows`, not a greyed control.	
0087	5	built	2026-08-28	`ColorLowering.duration_for_time_value` / `time_value_for_duration` are the lowering; `ColorLoweringTest` pins the x8 snap. Save recomputes through `EffectPaletteSaver`.	
0087	6	built	2026-08-28	`PaletteChannel._apply_boundary` / `ScreenChannel._apply_boundary`, snap-8 with a min 1-frame clamp. `PaletteBoundaryEditTest`, `ScreenBoundaryEditTest`, `EffectPaletteEdgeDragAcceptanceTest`.	
0087	7	built	2026-08-28	`PaletteChannel._insert_spacer_stub` seeds a DISABLED null tween. `PaletteInsertDeleteTest`, `ScreenInsertDeleteTest`, `EffectPaletteInsertPositionTest`.	
0087	8	built	2026-08-28	Palette addresses by raw `event_index`; `EffectPaletteSaveRoundTripTest` + `EffectPaletteByteCoverageAcceptanceTest` prove the address survives the round-trip.	
0087	9	built	2026-08-28	The `duration` pseudo-field delegates to `_apply_boundary` on both colour channels; `PaletteBoundaryEditTest:120` and `ScreenBoundaryEditTest` pin drag/typed equivalence.	
0087	10	built	2026-08-28	`EffectStudioPage._ripple` + `_ripple_btn` (session-local, never persisted); the flag rides `field_ref["ripple"]` into the choke point. `EffectStudioEdgeDragWiringTest`.	
0087	11	built	2026-08-28	`ScreenChannel.disabled_stash` byte-swap + derived disabled state; cold no-op has nothing to restore. `ScreenEnabledToggleTest`.	
0087	12	built	2026-08-28	`ColorTweenRows` emits the raw stored byte with the x2 told in the label; Blend variant only. `ColorTweenRowsTest`, `ScreenTweenProjectorTest`.	
0087	13	built	2026-08-28	One row order across the three palette channels and screen; screen's Blend-mode row is an editable 11-choice enum. `ScreenTweenProjectorTest:133`, `EffectStudioKindSelectorTest`.	
0087	14	built	2026-08-28	`ColorTweenRows` is the one builder; `PaletteTweenProjector` / `ScreenTweenProjector` are thin adapters. `EffectKeyframeInspector.refresh_palette_tint` is the shared refresh seam.	
0087	15	built	2026-08-28	`CameraChannel._apply_ripple_end` shifts downstream `end_frame`s, splits coalesced hosts, refuses past s16. `EffectCameraRippleTest`, `EffectCameraEdgeDragAcceptanceTest`.	
